120780	1614671	1	2013-02-01 00:00:00	1410	1410	1	0	 	.0000	8599.0000	13769.0000	8599.0000	430.0000	 	0	2013-02-05 00:00:00	1	12
120781	1614688	1	2013-01-30 00:00:00	1440	1440	0	0	 	.0000	6062.0000	10531.0000	6062.0000	303.0000	 	0	2013-01-28 07:17:00	1	12
120782	1614695	1	2013-01-30 00:00:00	1440	1440	0	0	 	.0000	15070.0000	29540.0000	15070.0000	754.0000	 	0	2013-01-28 07:17:00	1	12
120783	1614701	1	2013-01-30 00:00:00	1550	1550	0	0	 	.0000	3310.0000	4694.0000	3310.0000	166.0000	 	0	2013-01-28 07:17:00	1	12
120784	1614718	1	2013-01-30 00:00:00	1460	1460	0	0	 	.0000	2568.0000	3554.0000	2568.0000	128.0000	 	0	2013-01-28 07:17:00	1	12
120785	1614725	1	2013-01-30 00:00:00	1470	1470	0	0	 	.0000	325.0000	500.0000	325.0000	16.0000	 	0	2013-01-28 07:17:00	1	12
120786	1614732	1	2013-01-30 00:00:00	1480	1480	0	0	 	.0000	6987.0000	12316.0000	6987.0000	349.0000	 	0	2013-01-28 07:17:00	1	12
120787	1614749	1	2013-01-30 00:00:00	1160	1160	0	0	 	.0000	3807.0000	5737.0000	3807.0000	190.0000	 	0	2013-01-28 07:17:00	1	12
120788	1614756	1	2013-01-30 00:00:00	1160	1160	0	0	 	.0000	2849.0000	4691.0000	2849.0000	142.0000	 	0	2013-01-28 07:17:00	1	12
120789	1647549	1	2013-01-30 00:00:00	1380	1380	0	0	 	.0000	260.0000	454.0000	260.0000	13.0000	 	0	2013-01-28 07:17:00	1	12
120790	1647556	1	2013-01-30 00:00:00	1390	1390	0	0	 	.0000	2348.0000	4136.0000	2348.0000	117.0000	 	0	2013-01-28 07:17:00	1	12
120791	1647563	1	2013-01-30 00:00:00	1400	1400	0	0	 	.0000	4356.0000	7518.0000	4356.0000	218.0000	 	0	2013-01-28 07:17:00	1	12
120792	1647570	1	2013-02-01 00:00:00	1410	1410	1	0	 	.0000	5645.0000	9353.0000	5645.0000	282.0000	 	0	2013-02-05 00:00:00	1	12
120793	1647587	1	2013-02-01 00:00:00	1420	1420	1	0	 	.0000	468.0000	744.0000	468.0000	23.0000	 	0	2013-02-05 00:00:00	1	12
120794	1647594	1	2013-01-30 00:00:00	1430	1430	0	0	 	.0000	3698.0000	5915.0000	3698.0000	185.0000	 	0	2013-01-28 07:17:00	1	12
120795	1647600	1	2013-01-30 00:00:00	1450	1450	0	0	 	.0000	5547.0000	9146.0000	5547.0000	277.0000	 	0	2013-01-28 07:17:00	1	12
120796	1647617	1	2013-01-30 00:00:00	1550	1550	0	0	 	.0000	1394.0000	2519.0000	1394.0000	70.0000	 	0	2013-01-28 07:17:00	1	12
120797	1647624	1	2013-01-30 00:00:00	1460	1460	0	0	 	.0000	747.0000	1431.0000	747.0000	37.0000	 	0	2013-01-28 07:17:00	1	12
120798	1647631	1	2013-01-30 00:00:00	1470	1470	0	0	 	.0000	2056.0000	3680.0000	2056.0000	103.0000	 	0	2013-01-28 07:17:00	1	12
120799	1647648	1	2013-01-30 00:00:00	1480	1480	0	0	 	.0000	438.0000	824.0000	438.0000	22.0000	 	0	2013-01-28 07:17:00	1	12
120800	1647655	1	2013-01-30 00:00:00	1160	1160	0	0	 	.0000	306.0000	590.0000	306.0000	15.0000	 	0	2013-01-28 07:17:00	1	12
120801	1666755	1	2013-01-30 00:00:00	1390	1390	0	0	 	.0000	2275.0000	3000.0000	2275.0000	114.0000	 	0	2013-01-28 07:17:00	1	12
120802	1667110	1	2013-01-30 00:00:00	1440	1440	0	0	 	.0000	2275.0000	3000.0000	2275.0000	114.0000	 	0	2013-01-28 07:17:00	1	12
120803	1667271	1	2013-01-30 00:00:00	1550	1550	0	0	 	.0000	2275.0000	3000.0000	2275.0000	114.0000	 	0	2013-01-28 07:17:00	1	12
120804	628223	1	2013-01-27 00:00:00	430	430	0	0	 	.0000	8480.0000	13560.0000	8480.0000	424.0000	 	0	2013-01-28 07:28:00	10	27
120805	628225	1	2013-01-27 00:00:00	430	430	0	0	 	.0000	2604.0000	3895.0000	2604.0000	130.0000	 	0	2013-01-28 07:28:00	10	26
120806	628226	1	2013-01-27 00:00:00	430	430	0	0	 	.0000	400.0000	600.0000	400.0000	20.0000	 	0	2013-01-28 07:28:00	10	30
120807	629127	1	2013-01-28 00:00:00	440	440	0	0	 	.0000	11327.0000	17167.0000	11327.0000	566.0000	 	0	2013-01-28 07:28:00	10	27
120808	629128	1	2013-01-28 00:00:00	430	430	0	0	 	.0000	13899.0000	20771.0000	13899.0000	695.0000	 	0	2013-01-28 07:28:00	10	26
120809	629129	1	2013-01-28 00:00:00	430	430	0	0	 	.0000	513.0000	944.0000	513.0000	26.0000	 	0	2013-01-28 07:28:00	10	26
120810	629130	1	2013-01-28 00:00:00	430	430	0	0	 	.0000	4800.0000	7330.0000	4800.0000	240.0000	 	0	2013-01-28 07:28:00	10	27
120811	629131	1	2013-01-28 00:00:00	430	430	0	0	 	.0000	9854.0000	14504.0000	9854.0000	493.0000	 	0	2013-01-28 07:28:00	10	27
120812	629132	1	2013-01-28 00:00:00	430	430	0	0	 	.0000	10170.0000	14097.0000	10170.0000	509.0000	 	0	2013-01-28 07:28:00	10	27
120813	629133	1	2013-01-28 00:00:00	430	430	1	0	 	.0000	7198.0000	11610.0000	7198.0000	360.0000	 	0	2013-01-29 00:00:00	10	27
120814	629134	1	2013-01-28 00:00:00	430	430	1	0	 	.0000	9440.0000	15328.0000	9440.0000	472.0000	 	0	2013-01-29 00:00:00	10	27
120815	629135	1	2013-01-28 00:00:00	430	430	0	0	 	.0000	13260.0000	17677.0000	13260.0000	663.0000	 	0	2013-01-28 07:28:00	10	27
120816	629136	1	2013-01-28 00:00:00	430	430	0	0	 	.0000	6584.0000	10849.0000	6584.0000	329.0000	 	0	2013-01-28 07:28:00	10	27
120817	629137	1	2013-01-28 00:00:00	430	430	0	0	 	.0000	4107.0000	6171.0000	4107.0000	205.0000	 	0	2013-01-28 07:28:00	10	27
120818	629138	1	2013-01-28 00:00:00	1190	1190	0	0	 	.0000	700.0000	1100.0000	700.0000	35.0000	 	0	2013-01-28 07:28:00	10	26
120819	629139	1	2013-01-28 00:00:00	1190	1190	0	0	 	.0000	7790.0000	11020.0000	7790.0000	390.0000	 	0	2013-01-28 07:28:00	10	27
120820	629140	1	2013-01-28 00:00:00	1190	1190	0	0	 	.0000	6903.0000	10594.0000	6903.0000	345.0000	 	0	2013-01-28 07:28:00	10	27
120821	629830	1	2013-01-28 00:00:00	430	430	0	0	 	.0000	4355.0000	6950.0000	4355.0000	218.0000	 	0	2013-01-28 07:28:00	10	26
120822	629831	1	2013-01-28 00:00:00	1190	1190	0	0	 	.0000	1315.0000	2034.0000	1315.0000	66.0000	 	0	2013-01-28 07:28:00	10	26
120823	629832	1	2013-01-28 00:00:00	1190	1190	0	0	 	.0000	1083.0000	1659.0000	1083.0000	54.0000	 	0	2013-01-28 07:28:00	10	27
120824	6485634	1	2013-01-29 00:00:00	1170	1170	0	0	 	.0000	6381.0000	9002.0000	6381.0000	319.0000	 	0	2013-01-28 07:38:00	0	439
120825	6485642	1	2013-01-29 00:00:00	1170	1170	0	0	 	.0000	2630.0000	3600.0000	2630.0000	132.0000	 	0	2013-01-28 07:38:00	0	439
120826	6485650	1	2013-01-29 00:00:00	450	450	0	0	 	.0000	4692.0000	6526.0000	4692.0000	235.0000	 	0	2013-01-28 07:38:00	0	439
120827	6485669	1	2013-01-29 00:00:00	450	450	0	0	 	.0000	2195.0000	3038.0000	2195.0000	110.0000	 	0	2013-01-28 07:38:00	0	439
120828		1	2013-01-28 00:00:00	1280	1280	1	0	 	15000.0000	3700.0000	.0000	3700.0000	185.0000	 	0	2013-01-28 00:00:00	0	0
120829		1	2013-01-28 00:00:00	1300	1300	1	0	 	5952.0000	7152.0000	.0000	7152.0000	358.0000	 	0	2013-01-28 00:00:00	0	0
120830		1	2013-01-28 00:00:00	370	370	1	0	 	5485.0000	7055.0000	.0000	7055.0000	353.0000	 	0	2013-01-28 00:00:00	0	0
120831		1	2013-01-28 00:00:00	370	370	1	0	 	5615.0000	7698.0000	.0000	7698.0000	385.0000	 	0	2013-01-28 00:00:00	0	0
120832	12701	1	2013-01-28 00:00:00	490	490	1	0	 	2653.0000	3339.0000	.0000	3339.0000	167.0000	 	0	2013-01-28 00:00:00	0	1
120833	628325	1	2013-01-28 00:00:00	430	430	1	0	 	5500.0000	6248.0000	.0000	6248.0000	312.0000	 	0	2013-01-28 00:00:00	0	27
120834		1	2013-01-28 00:00:00	130	130	1	0	 	3756.0000	7536.0000	.0000	7536.0000	377.0000	No4012327	0	2013-01-28 00:00:00	0	0
120835		1	2013-01-29 00:00:00	450	450	1	0	 	11150.0000	13500.0000	.0000	13500.0000	675.0000	 	0	2013-01-28 00:00:00	0	439
120836		1	2013-01-25 00:00:00	40	40	1	0	 	6001000.0000	12750.0000	.0000	12750.0000	638.0000	 	0	2013-01-28 00:00:00	0	0
120837		1	2013-01-29 00:00:00	450	450	1	0	 	1944.0000	1326.0000	.0000	1326.0000	66.0000	 	0	2013-01-28 00:00:00	0	439
120838		1	2013-01-29 00:00:00	1290	1290	1	0	 	9990.0000	13330.0000	.0000	13330.0000	667.0000	 	0	2013-01-28 00:00:00	0	0
120839		1	2013-01-11 00:00:00	1350	1350	1	0	 	-140.0000	-209.0000	.0000	-209.0000	-10.0000	 	0	2013-01-28 00:00:00	0	12
120840		1	2013-01-17 00:00:00	1350	1350	1	0	 	2.0000	336.0000	.0000	336.0000	17.0000	 	0	2013-01-28 00:00:00	0	12
120841		1	2013-01-17 00:00:00	1460	1460	1	0	 	1691.0000	2338.0000	.0000	2338.0000	117.0000	 	0	2013-01-28 00:00:00	0	12
120842		1	2013-01-17 00:00:00	400	400	1	0	 	1515.0000	1886.0000	.0000	1886.0000	94.0000	 	0	2013-01-28 00:00:00	0	12
120843		1	2013-01-17 00:00:00	400	400	1	0	 	756.0000	945.0000	.0000	945.0000	47.0000	 	0	2013-01-28 00:00:00	0	12
120844		1	2013-01-17 00:00:00	400	400	1	0	 	164.0000	472.0000	.0000	472.0000	24.0000	 	0	2013-01-28 00:00:00	0	12
120845		1	2013-01-17 00:00:00	420	420	1	0	 	1047.0000	1278.0000	.0000	1278.0000	64.0000	 	0	2013-01-28 00:00:00	0	12
120846		1	2013-01-17 00:00:00	1210	1210	1	0	 	1616.0000	1548.0000	.0000	1548.0000	77.0000	 	0	2013-01-28 00:00:00	0	12
120847		1	2013-01-24 00:00:00	400	400	1	0	 	648.0000	319.0000	.0000	319.0000	16.0000	 	0	2013-01-28 00:00:00	0	12
120848		1	2013-01-24 00:00:00	420	420	1	0	 	648.0000	355.0000	.0000	355.0000	18.0000	 	0	2013-01-28 00:00:00	0	12
120849		1	2013-01-24 00:00:00	1210	1210	1	0	 	4258.0000	4114.0000	.0000	4114.0000	206.0000	 	0	2013-01-28 00:00:00	0	12
120850		1	2013-01-24 00:00:00	1460	1460	1	0	 	3816.0000	5297.0000	.0000	5297.0000	265.0000	 	0	2013-01-28 00:00:00	0	12
120851		1	2013-01-29 00:00:00	130	130	1	0	 	1250.0000	2610.0000	.0000	2610.0000	131.0000	 	0	2013-01-29 00:00:00	0	0
120852		1	2013-01-29 00:00:00	420	420	1	0	 	720.0000	925.0000	.0000	925.0000	46.0000	02小松様よりJAN4907077405010	0	2013-01-29 00:00:00	0	12
120853		1	2013-01-29 00:00:00	1290	1290	1	0	 	4712.0000	5662.0000	.0000	5662.0000	283.0000	 	0	2013-01-29 00:00:00	0	0
120854		1	2013-01-29 00:00:00	130	130	1	0	 	1800.0000	3600.0000	.0000	3600.0000	180.0000	No4012335	0	2013-01-29 00:00:00	0	0
120855	630005	1	2013-01-31 00:00:00	440	440	0	0	 	.0000	3810.0000	5406.0000	3810.0000	191.0000	 	0	2013-01-31 07:29:00	10	27
120856	630006	1	2013-01-31 00:00:00	430	430	0	0	 	.0000	8510.0000	13360.0000	8510.0000	426.0000	 	0	2013-01-31 07:29:00	10	27
120857	630007	1	2013-01-31 00:00:00	430	430	0	0	 	.0000	16479.0000	22430.0000	16479.0000	824.0000	 	0	2013-01-31 07:29:00	10	27
120858	630008	1	2013-01-31 00:00:00	1190	1190	0	0	 	.0000	2084.0000	3856.0000	2084.0000	104.0000	 	0	2013-01-31 07:29:00	10	26
120859	630009	1	2013-01-31 00:00:00	1190	1190	1	0	 	.0000	3760.0000	7263.0000	3760.0000	188.0000	 	0	2013-02-01 00:00:00	10	27
120860	630010	1	2013-01-31 00:00:00	1190	1190	0	0	 	.0000	6279.0000	10094.0000	6279.0000	314.0000	 	0	2013-01-31 07:29:00	10	27
120861	630011	1	2013-01-31 00:00:00	1190	1190	0	0	 	.0000	6879.0000	11107.0000	6879.0000	344.0000	 	0	2013-01-31 07:29:00	10	27
120862	630031	1	2013-01-31 00:00:00	1190	1190	0	0	 	.0000	3290.0000	4872.0000	3290.0000	165.0000	 	0	2013-01-31 07:29:00	10	26
120863	4272557	1	2013-02-02 00:00:00	1320	1320	0	0	 	.0000	2400.0000	3442.0000	2400.0000	120.0000	 	0	2013-01-31 07:35:00	0	102
120864	628236	1	2013-01-31 00:00:00	430	430	1	0	 	1296.0000	1364.0000	.0000	1364.0000	68.0000	客注品	0	2013-01-31 00:00:00	0	27
120865		1	2013-02-01 00:00:00	420	420	1	0	 	9072.0000	2856.0000	.0000	2856.0000	143.0000	02 小松様	0	2013-02-05 00:00:00	0	12
120866		1	2013-01-31 00:00:00	370	370	1	0	 	4892.0000	6516.0000	.0000	6516.0000	326.0000	 	0	2013-01-31 00:00:00	0	0
120867		1	2013-01-31 00:00:00	370	370	1	0	 	1324.0000	1826.0000	.0000	1826.0000	91.0000	 	0	2013-01-31 00:00:00	0	0
120868		1	2013-01-31 00:00:00	70	70	1	0	 	18745.0000	29275.0000	.0000	29275.0000	1464.0000	 	0	2013-01-31 00:00:00	0	0
120869		1	2013-01-31 00:00:00	130	130	1	0	 	7260.0000	8171.0000	.0000	8171.0000	409.0000	No4012337	0	2013-01-31 00:00:00	0	0
120870		1	2013-01-31 00:00:00	130	130	1	0	 	13398.0000	1276.0000	.0000	1276.0000	64.0000	No4012339,4012342	0	2013-01-31 00:00:00	0	0
120871		1	2013-01-31 00:00:00	1270	1270	1	0	 	5952.0000	7152.0000	.0000	7152.0000	358.0000	 	0	2013-01-31 00:00:00	0	0
120872		1	2013-01-31 00:00:00	130	130	1	0	 	1630.0000	1980.0000	.0000	1980.0000	99.0000	No4012337,4012339,4012342	0	2013-02-16 00:00:00	0	0
120873		1	2013-02-01 00:00:00	1120	1120	1	0	 	22698.0000	34548.0000	.0000	34548.0000	1727.0000	 	0	2013-01-31 00:00:00	0	0
120874		1	2013-02-01 00:00:00	1200	1200	1	0	 	6460.0000	9148.0000	.0000	9148.0000	457.0000	 	0	2013-01-31 00:00:00	0	0
120875		1	2013-02-01 00:00:00	1200	1200	1	0	 	6745.0000	6905.0000	.0000	6905.0000	345.0000	 	0	2013-01-31 00:00:00	0	0
120876	630228	1	2013-02-01 00:00:00	440	440	0	0	 	.0000	2515.0000	3600.0000	2515.0000	126.0000	 	0	2013-02-01 07:35:00	10	27
120877	6490298	1	2013-02-02 00:00:00	450	450	0	0	 	.0000	10031.0000	14133.0000	10031.0000	502.0000	 	0	2013-02-01 07:41:00	0	439
120878	6490301	1	2013-02-02 00:00:00	450	450	0	0	 	.0000	10449.0000	14433.0000	10449.0000	522.0000	 	0	2013-02-01 07:41:00	0	439
120879	6490310	1	2013-02-02 00:00:00	450	450	0	0	 	.0000	1507.0000	2184.0000	1507.0000	75.0000	 	0	2013-02-01 07:41:00	0	439
120880		1	2013-01-31 00:00:00	420	420	1	0	 	2256.0000	2832.0000	.0000	2832.0000	142.0000	01　野川様より　JAN4527336111102	0	2013-02-05 00:00:00	0	12
120881		1	2013-02-01 00:00:00	1440	1440	1	0	 	6480.0000	4550.0000	.0000	4550.0000	228.0000	02頼光様より JAN4944522010030	0	2013-02-01 00:00:00	0	12
120882		1	2013-02-01 00:00:00	1190	1190	1	0	 	46008.0000	20850.0000	.0000	20850.0000	1043.0000	 	0	2013-02-01 00:00:00	0	26
120883		1	2013-01-31 00:00:00	400	400	1	0	 	3888.0000	390.0000	.0000	390.0000	20.0000	 	0	2013-02-01 00:00:00	0	12
120884		1	2013-01-31 00:00:00	420	420	1	0	 	1524.0000	1272.0000	.0000	1272.0000	64.0000	 	0	2013-02-01 00:00:00	0	12
120885		1	2013-01-31 00:00:00	1210	1210	1	0	 	609.0000	757.0000	.0000	757.0000	38.0000	 	0	2013-02-01 00:00:00	0	12
120886		1	2013-01-31 00:00:00	1350	1350	1	0	 	200.0000	298.0000	.0000	298.0000	15.0000	 	0	2013-02-01 00:00:00	0	12
120887		1	2013-01-31 00:00:00	1460	1460	1	0	 	1071.0000	1512.0000	.0000	1512.0000	76.0000	 	0	2013-02-01 00:00:00	0	12
120888	20101	1	2013-02-02 00:00:00	490	490	1	0	 	5044.0000	5649.0000	.0000	5649.0000	282.0000	 	0	2013-02-01 00:00:00	0	1
120889	1685930	1	2013-02-04 00:00:00	400	400	0	0	 	.0000	21141.0000	37765.0000	21141.0000	1057.0000	 	0	2013-02-04 07:15:00	1	12
120890	1685947	1	2013-02-04 00:00:00	400	400	0	0	 	.0000	6579.0000	10360.0000	6579.0000	329.0000	 	0	2013-02-04 07:15:00	1	12
120891	1685954	1	2013-02-04 00:00:00	400	400	0	0	 	.0000	5170.0000	7285.0000	5170.0000	259.0000	 	0	2013-02-04 07:15:00	1	12
120892	1685961	1	2013-02-04 00:00:00	420	420	0	0	 	.0000	6192.0000	8938.0000	6192.0000	310.0000	 	0	2013-02-04 07:15:00	1	12
120893	1685978	1	2013-02-04 00:00:00	420	420	0	0	 	.0000	8836.0000	15614.0000	8836.0000	442.0000	 	0	2013-02-04 07:15:00	1	12
120894	1685985	1	2013-02-04 00:00:00	420	420	0	0	 	.0000	8702.0000	14932.0000	8702.0000	435.0000	 	0	2013-02-04 07:15:00	1	12
120895	1685992	1	2013-02-04 00:00:00	420	420	0	0	 	.0000	25502.0000	39563.0000	25502.0000	1275.0000	 	0	2013-02-04 07:15:00	1	12
120896	1686005	1	2013-02-04 00:00:00	1130	1130	0	0	 	.0000	20925.0000	30437.0000	20925.0000	1046.0000	 	0	2013-02-04 07:15:00	1	12
120897	1686012	1	2013-02-07 00:00:00	1140	1140	0	0	 	.0000	23045.0000	40930.0000	23045.0000	1152.0000	 	0	2013-02-04 07:15:00	1	12
120898	1686029	1	2013-02-07 00:00:00	1140	1140	0	0	 	.0000	22590.0000	32370.0000	22590.0000	1130.0000	 	0	2013-02-04 07:15:00	1	12
